Merkez;Ünvanı;Adı;Soyadı;Anabilim Dalı;Bilim Dalı;YÖK ID;ResearcherID (Esas);ResearcherID (ikinci);ORCID (Esas);ORCID (ikinci);Scopus AuthorID;ScopusId (ikinci);ScopusId (üçüncü);ScopusId (dördüncü);ScopusId (beşinci);Pure adı
Ankara;Prof. Dr.;Meriç;YAVUZ ÇOLAK;Biyoistatistik;;E0EB9C2DAC208DFC;;;0000-0002-0294-6874;;6602622195;57205468816;;;;
Ankara;Arş. Gör.;Uğur;TOPRAK;Biyoistatistik;;4C7BCD4347A8E3C3;;;0000-0003-6166-2601;;57208409497;;;;;
Ankara;Uzm.;Eylem;GÜL;Biyoistatistik;;;;;0000-0002-6166-2601;;;;;;;
Ankara;Uzm.;Tuğçe;ŞENÇELİKEL;Biyoistatistik;;;;;0000-0003-0364-0401;;56613410000;;;;;
Adana;Prof. Dr.;Abdulkerim;TEMİZ;Çocuk Cerrahisi;;A34A1AF533426231;;;0000-0001-8789-6003;;22939717900;57211146393;;;;abdulkerim-temiz
Konya;Prof. Dr.;Selçuk;YÜCESAN;Çocuk Cerrahisi;;8FAEB1EF7E9BBDA4;;;0000-0003-0337-6006;;7004208374;;;;;
Adana;Doç. Dr.;Semire Serin;EZER;Çocuk Cerrahisi;;48B874AC145E52EE;;;0000-0002-9597-3264;;24170598300;35757806900;;;;
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Tuğba;ACER;Çocuk Cerrahisi;;1BCAF6561A14D5A2;;;0000-0001-5391-9094;;57039995200;57039995200;;;;
Adana;Dr. Öğr. Üyesi Dr.;Hasan Özkan;GEZER;Çocuk Cerrahisi;;21D67C1BC1FF2C6D;;;0000-0002-4635-2613;;54885520900;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Emine;İNCE;Çocuk Cerrahisi;;B2A881EA83595BDF;;;0000-0002-0751-2768;;24335060700;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Lütfi Hakan;GÜNEY;Çocuk Cerrahisi;;E18C7956818460D5;;;0000-0002-2500-5401;;8699584500;;;;;
Ankara;Öğr. Gör. Dr.;Ender;FAKIOĞLU;Çocuk Cerrahisi;;D4F835E5CE5D9789;;;0000-0002-7437-2734;;17345824400;;;;;
Ankara;Prof. Dr.;Özlem;YILMAZ ÖZBEK;Çocuk Sağlığı ve Hastalıkları;Çocuk Allerjisi;F91685C6CAF092D8;;;0000-0003-2974-9579;;35572299900;56690555400;57204811161;;;
Konya;Doç. Dr.;Bahar;GÖKTÜRK;Çocuk Sağlığı ve Hastalıkları;Çocuk Allerjisi;EB0456252536649D;;;0000-0001-8861-2615;;8595553000;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Burcu Tahire;KÖKSAL;Çocuk Sağlığı ve Hastalıkları;Çocuk Allerjisi;23642780BF7A5965;;;0000-0001-9580-7656;;56417931700;54395411100;;;;
İzmir;Dr. Öğr. Üyesi Dr.;Özlem;SANCAKLI;Çocuk Sağlığı ve Hastalıkları;Çocuk Allerjisi;849486134643C540;;;0000-0003-2489-4021;;57193766241;;;;;
Adana;Doç. Dr.;Özlem;SANGÜN;Çocuk Sağlığı ve Hastalıkları;Çocuk Endokrinolojisi;7975EE1103CD8B6A;;;0000-0002-9079-4574;;8436799100;57213769923;;;;
Adana;Uzm. Dr.;Özlem;KORKMAZ;Çocuk Sağlığı ve Hastalıkları;Çocuk Endokrinolojisi;;;;0000-0001-9093-6205;;56461051000;;;;;
Ankara;Prof. Dr.;Figen;ÖZÇAY;Çocuk Sağlığı ve Hastalıkları;Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme;DDEC295B676CDE76;;;0000-0002-5214-516X;;6603624228;;;;;figen-ozcay
Adana;Doç. Dr.;Mehmet Oğuz;CANAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme;1279022893762D89;;;0000-0003-0614-4497;;14018885200;57202418037;;;;
Ankara;Doç. Dr.;Oya;BALCI SEZER;Çocuk Sağlığı ve Hastalıkları;Çocuk Gastroenteroloji-Hepatoloji Ve Beslenme;D687F1785DD2E3C2;;;0000-0002-8402-8208;;55734453000;27367574000;57197611345;;;
Adana;Prof. Dr.;Nalan;YAZICI;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;D9B704B67ED791E2;;;0000-0003-4465-8229;;9043973100;;;;;nalan-yazıcı
Ankara;Prof. Dr.;Lale;OLCAY;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;76D30347E22DE48C;;;0000-0002-5684-0581;;6701855080;;;;;
Ankara;Prof. Dr.;Faik;SARIALİOĞLU;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;634B1F6D0D88D9B0;;;0000-0001-5705-5078;;6603843173;57200239874;;;;faik-sarıalıoglu
Ankara;Doç. Dr.;Fatma Burcu;BELEN APAK;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;F6422268FAD4EC10;;;0000-0002-9278-6703;;19639800500;25644006400;57212741118;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Ayşe;ERBAY;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;F96C262C7C07E616;;;0000-0001-8882-4124;;56583922300;;;;;
Adana;Uzm. Dr.;Elif Habibe;AKTEKİN;Çocuk Sağlığı ve Hastalıkları;Çocuk Hematoloji - Onkoloji;;;;0000-0002-7650-7698;;55877489000;;;;;
Ankara;Prof. Dr.;İlkay;ERDOĞAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;FCE1B2986EDF9BFC;;;0000-0001-6887-3033;;6602190893;;;;;
Ankara;Prof. Dr.;Niyazi Kürşad;TOKEL;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;5BED2D4040467560;;;0000-0002-6759-1795;;8047827700;8915199700;57212108060;36891114000;;
Ankara;Prof. Dr.;Birgül;VARAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;3DFEF5B841B83E66;;;0000-0002-6719-8563;;6701439595;;;;;birgul-varan
İstanbul;Prof. Dr.;Canan;AYABAKAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;E1AA4F16694A1486;;;0000-0001-7022-5932;;55953925300;6701602653;;;;
Adana;Dr. Öğr. Üyesi Dr.;Alev;ARSLAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;EBEB69BFD7F689AE;;;0000-0003-4444-0027;;56978813500;;;;;
Konya;Öğr. Gör. Dr.;Nimet;CINDIK;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;31666BA31B34F325;;;0000-0001-8544-0125;;12040193500;;;;;
Konya;Öğr. Gör. Dr.;Mahmut;GÖKDEMİR;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;F5B27227FDC0D5CD;N-4174-2014;;0000-0002-5676-2747;;55407925800;;;;;mahmut-gokdemir
Ankara;Arş. Gör. (Uzm.) Dr.;Utku;PAMUK;Çocuk Sağlığı ve Hastalıkları;Çocuk Kardiyoloji;DF776CCAE018F75E;;;0000-0001-7046-8571;;36543127400;57210461065;;;;
Adana;Prof. Dr.;Zekiye Aytül;NOYAN;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;E6ACE7C28937DC6F;;;0000-0003-3500-9577;;7004225413;;;;;zekiye-aytul-noyan
Ankara;Prof. Dr.;Sıdıka Esra;BASKIN;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;3D9906E906C56047;B-5785-2018;;0000-0003-4361-8508;;7006963644;;;;;sıdıka-esra-baskın
İzmir;Prof. Dr.;Onur;SAKALLIOĞLU;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;C671A68170F985A7;;;0000-0002-5714-2064;;6505884506;;;;;
Ankara;Doç. Dr.;Aysun;ÇALTIK YILMAZ;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;;;;0000-0003-0774-4419;;10642261600;55932473800;56177478800;56678914000;;
Ankara;Doç. Dr.;Kaan Savaş;GÜLLEROĞLU;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;2CE50954093CF554;;;0000-0003-1434-3824;;11939700000;;;;;kaan-savas-gulleroglu
Adana;Uzm. Dr.;Gönül;PARMAKSIZ;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;;;;0000-0003-2373-1837;;6507644131;;;;;
İstanbul;Uzm. Dr.;Atilla;GEMİCİ;Çocuk Sağlığı ve Hastalıkları;Çocuk Nefroloji;;;;0000-0002-9563-6647;;56414801700;;;;;
Adana;Prof. Dr.;İlknur;EROL;Çocuk Sağlığı ve Hastalıkları;Çocuk Nöroloji;A4130045881E4598;;;0000-0002-3530-0463;;12807279200;;;;;ilknur-erol
Adana;Doç. Dr.;Semra;SAYGI;Çocuk Sağlığı ve Hastalıkları;Çocuk Nöroloji;2BC3446674E3F9DE;;;0000-0002-8522-5078;;13104954600;;;;;semra-saygı
Ankara;Doç. Dr.;Taner;SEZER;Çocuk Sağlığı ve Hastalıkları;Çocuk Nöroloji;31B2715999A89B11;;;0000-0002-2278-1827;;14422909000;;;;;taner-sezer
Adana;Uzm. Dr.;Şeyda;BEŞEN;Çocuk Sağlığı ve Hastalıkları;Çocuk Nöroloji;;;;0000-0002-6276-8133;;56652153100;;;;;
Adana;Prof. Dr.;Hande;GÜLCAN;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;2DE761A3D47B6281;;;0000-0001-5451-4240;;55949619900;6602908777;;;;
Ankara;Prof. Dr.;Ayşe Nur;ECEVİT;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;364EA201E502F2BB;;;0000-0002-2232-8117;;39862803300;;;;;ayse-nur-ecevit
İstanbul;Prof. Dr.;Ali Haydar;TURHAN;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;20F6DC7BCE4883EE;;;0000-0003-4018-1179;;8374826200;;;;;
Ankara;Doç. Dr.;Deniz;ANUK İNCE;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;AECBD03E70F98736;;;0000-0002-4369-2110;;35279840100;55532846200;15043820000;84949479324;;deniz-anuk-ince
Konya;Doç. Dr.;Zeynel;GÖKMEN;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;3E47E4E019A2A8E4;;;0000-0002-2746-0547;;8312716200;;;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Birgin;TÖRER;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;5A72F520EC3E07E5;;;0000-0002-5505-8707;;22952394000;;;;;
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Özden;TURAN;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;B9CE8F19FC77305B;;;0000-0002-0611-117X;;7003600348;57197275075;;;;
Adana;Öğr. Gör. Dr.(Doç.);Bilin;ÇETİNKAYA;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;D774C429263AED4D;;;0000-0003-0866-7339;;7006471256;39860951800;57197491764;57213587921;;
Ankara;Uzm. Dr.;Meltem;AKSU;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;;;;0000-0002-0045-0082;;57189693647;;;;;
Konya;Uzm. Dr.;Musa;SİLAHLI;Çocuk Sağlığı ve Hastalıkları;Yenidoğan;;;;0000-0003-0944-7178;;16417924200;;;;;
Ankara;Prof. Dr.;Halil İbrahim;AYDIN;Çocuk Sağlığı ve Hastalıkları;;52D1DFADCCC69B4F;;;0000-0001-7994-4394;;35516414100;;;;;
Ankara;Prof. Dr.;İsmail Zafer;ECEVİT;Çocuk Sağlığı ve Hastalıkları;;992632AEA624AEB4;;;0000-0001-6216-8480;;6701862170;56738692500;57205033350;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Yasemin;ÖZKALE;Çocuk Sağlığı ve Hastalıkları;;CD372B11DBCC4A18;;;0000-0003-3009-336X;;55256208700;;;;;yasemin-ozkale
Ankara;Dr. Öğr. Üyesi Dr.;Beril;AYDIN;Çocuk Sağlığı ve Hastalıkları;;32B266EE1A7C0E0A;;;0000-0002-9646-9377;;54403606600;57205128322;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Ayşe;GÜLTEKİNGİL;Çocuk Sağlığı ve Hastalıkları;;A65B0527AA9066C7;;;0000-0001-7955-5735;;35085122100;56263120400;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Özge;YÜCE;Çocuk Sağlığı ve Hastalıkları;;FB79EA7AB60CF888;;;0000-0002-2653-4065;;55938288600;;;;;
Adana;Öğr. Gör. Dr.;Tuba;KARSANTIÖZÜ;Çocuk Sağlığı ve Hastalıkları;;535D32CCB9DCDC4C;;;0000-0002-1843-6641;;12795699700;;;;;
İstanbul;Öğr. Gör. Dr.;Bengü;ALTINORDU;Çocuk Sağlığı ve Hastalıkları;;8AF76C986EE798F4;;;0000-0002-7955-3067;;;;;;;
İstanbul;Öğr. Gör. Dr.;Esra;KEZER;Çocuk Sağlığı ve Hastalıkları;;50BFA76BC1D3E2A8;;;0000-0003-1632-1282;;8579338600;12797930700;;;;
İzmir;Öğr. Gör. Dr.;Bahar;KULU;Çocuk Sağlığı ve Hastalıkları;;D3E313A80E96DAF9;;;0000-0003-2147-9316;;57202021084;;;;;
Adana;Uzm. Dr.;Nihal;AKTAŞ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-9109-4505;;;;;;;
Adana;Uzm. Dr.;Özgür;CEYLAN;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-6910-7250;;55780928600;;;;;
Adana;Uzm. Dr.;Müge;NARTTÜRK;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-6540-9809;;;;;;;
Adana;Uzm. Dr.;Hakan;ÖZKAN;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Adana;Uzm. Dr.;Talip;SAYAR;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-0341-5546;;57201446215;;;;;
Adana;Uzm. Dr.;Gökçe;YEGÜL GÜLNAR;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-2518-0824;;57211695678;;;;;
Alanya;Uzm. Dr.;Halit;KAPLAN;Çocuk Sağlığı ve Hastalıkları;;;;;;;55965260600;;;;;
Alanya;Uzm. Dr.;Burhan;TOPAL;Çocuk Sağlığı ve Hastalıkları;;;;;;;55965948700;6603746560;;;;
Alanya;Uzm. Dr.;Nesrin;ÜLKÜ;Çocuk Sağlığı ve Hastalıkları;;;;;;;55966429700;;;;;
Ankara;Uzm. Dr.;Özlem;AKBULUT;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-7627-6372;;57211441703;;;;;
Ankara;Uzm. Dr.;Tijen;BAŞIBÜYÜK;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-7512-1446;;40160926200;;;;;
Ankara;Uzm. Dr.;Ayşe Aslihan;GÜCÜŞ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-0769-6699;;;;;;;
Ankara;Uzm. Dr.;Serhat;KILIÇ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-3705-4312;;;;;;;
Ankara;Uzm. Dr.;Betül;ORHAN KILIÇ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-9949-0470;;55443469100;57205121300;;;;
Ankara;Uzm. Dr.;Esra;ÖZKIRLI;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-5508-6647;;;;;;;
İstanbul;Uzm. Dr.;Elif;GÖNEN;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-6774-4632;;;;;;;
Konya;Uzm. Dr.;Ayşegül;OLALI KÜÇÜKARAL;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Konya;Uzm. Dr.;Gülay;TAŞBAŞ;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Konya;Uzm. Dr.;Mehmet;TEKİN;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-8865-7044;;;;;;;
Ankara;Arş. Gör. Dr.;Baktıgül;ABDİCALİLİ KYZY;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-7308-0492;;;;;;;
Ankara;Arş. Gör. Dr.;Duygu;ADIBELLİ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-3203-0744;;;;;;;
Ankara;Arş. Gör. Dr.;Khadija;AHMADOVA;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-3402-3318;;;;;;;
Ankara;Arş. Gör. Dr.;Emil;AKBAROV;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-3467-1489;;;;;;;
Ankara;Arş. Gör. Dr.;Farida;AKBAROVA;Çocuk Sağlığı ve Hastalıkları;;9113D03D310A00AD;;;0000-0001-8809-8011;;;;;;;
Ankara;Arş. Gör. Dr.;Alara;AKDENİZ;Çocuk Sağlığı ve Hastalıkları;;26CA97CF07B631AC;;;0000-0003-4157-6092;;;;;;;
Ankara;Arş. Gör. Dr.;Mustafa Aykut;AKYILDIZ;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Chingiz;ALASGARLI;Çocuk Sağlığı ve Hastalıkları;;6A05BF4D5DA4F0E8;;;0000-0003-0932-9980;;;;;;;
Ankara;Arş. Gör. Dr.;Elif;ARSLAN;Çocuk Sağlığı ve Hastalıkları;;3694D06FFD84C826;;;0000-0001-9264-6164;;;;;;;
Ankara;Arş. Gör. Dr.;Oğuz;BAKIRCI;Çocuk Sağlığı ve Hastalıkları;;770309F1050FCBA7;;;0000-0002-6370-0536;;;;;;;
Ankara;Arş. Gör. Dr.;Berivan;BİNGÖL;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-6262-8325;;;;;;;
Ankara;Arş. Gör. Dr.;Gülay;ÇANDIR;Çocuk Sağlığı ve Hastalıkları;;7DA6FBF28337ED9C;;;0000-0002-7077-5165;;;;;;;
Ankara;Arş. Gör. Dr.;Hazel Delal;DARA KAR;Çocuk Sağlığı ve Hastalıkları;;95F992319EBC0796;;;0000-0001-6609-6963;;;;;;;
Ankara;Arş. Gör. Dr.;Utku;DÖNGER;Çocuk Sağlığı ve Hastalıkları;;9EE1F7C93261F397;;;0000-0002-7489-0136;;;;;;;
Ankara;Arş. Gör. Dr.;Meriç;ERGENE;Çocuk Sağlığı ve Hastalıkları;;3F4FC9CD5E46EEE6;;;0000-0002-4798-9181;;;;;;;
Ankara;Arş. Gör. Dr.;Karim;FATALOV;Çocuk Sağlığı ve Hastalıkları;;0EF1AA9839187354;;;0000-0002-8469-3451;;;;;;;
Ankara;Arş. Gör. Dr.;İlkin;HAJIYEV;Çocuk Sağlığı ve Hastalıkları;;B4D895F30D2EA3A9;;;0000-0001-7621-8696;;;;;;;
Ankara;Arş. Gör. Dr.;Güllünur;İLTER;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0002-2348-9131;;;;;;;
Ankara;Arş. Gör. Dr.;Lala;MAMMADOVA;Çocuk Sağlığı ve Hastalıkları;;9983F263E05A2118;;;0000-0003-2232-8624;;;;;;;
Ankara;Arş. Gör. Dr.;Yelena;MURADOVA;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Gultakin;MUSAYEVA;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-1991-8121;;;;;;;
Ankara;Arş. Gör. Dr.;Firuza;Nabili;Çocuk Sağlığı ve Hastalıkları;;9E24EFD79E5FB75B;;;0000-0003-4608-5145;;;;;;;
Ankara;Arş. Gör. Dr.;Ezgi;ÖKTENER ANUK;Çocuk Sağlığı ve Hastalıkları;;0F9CEFB4A8FB7B03;;;0000-0002-9465-2004;;;;;;;
Ankara;Arş. Gör. Dr.;Abdullah Oğuz;PEKTAŞ;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0003-0660-1766;;;;;;;
Ankara;Arş. Gör. Dr.;Huseyn;RZAZADE;Çocuk Sağlığı ve Hastalıkları;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Elif;ŞAHİN EROĞLU;Çocuk Sağlığı ve Hastalıkları;;46DBBEF058CAF64B;;;0000-0001-6933-3303;;;;;;;
Ankara;Arş. Gör. Dr.;M. Meraj Alam;SİDDİQUİ;Çocuk Sağlığı ve Hastalıkları;;6DD4A6F76F67C362;;;0000-0002-5739-6590;;;;;;;
Ankara;Arş. Gör. Dr.;Ruken;TEKDEMİR;Çocuk Sağlığı ve Hastalıkları;;;;;0000-0001-9695-3532;;;;;;;
Ankara;Arş. Gör. Dr.;Khaled;WARASNHE;Çocuk Sağlığı ve Hastalıkları;;644340520495555E;;;0000-0002-0781-5814;;;;;;;
Ankara;Arş. Gör. Dr.;Nuriye;YARAR;Çocuk Sağlığı ve Hastalıkları;;0B3D1BC9BE2F3522;;;0000-0002-3115-3195;;;;;;;
Ankara;Arş. Gör. (Uzm.) Dr.;Meral;DEMİR;Çocuk Sağlığı ve Hastalıkları Çocuk Kardiyoloji;;;;;0000-0002-4475-4061;;;;;;;
Ankara;Arş. Gör. (Uzm.) Dr.;Mehtap;KÜÇÜK;Çocuk Sağlığı ve Hastalıkları Çocuk Kardiyoloji;;;;;;;;;;;;
Ankara;Uzm. Dr.;Leman Tekin;ORGUN;Çocuk Sağlığı ve Hastalıkları Çocuk Nöroloji;;;;;;;;;;;;
Ankara;Arş. Gör. (Uzm.) Dr.;Elif Perihan;ÖNCEL;Çocuk Sağlığı ve Hastalıkları Çocuk Nöroloji;;;;;0000-0002-6126-4048;;;;;;;
İstanbul;Uzm. Dr.;Birol;KARABULUT;Çocuk Sağlığı ve Hastalıkları Yenidoğan;;;;;;;;;;;;
Ankara;Doç. Dr.;Burcu;AKIN SARI;Çocuk ve Ergen Ruh Sağlığı Hastalıkları;;AC7596F6525C97F8;A-7296-2013;;0000-0002-9730-7206;;23134646000;;;;;burcu-akın-sarı
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Meryem Özlem;KÜTÜK;Çocuk ve Ergen Ruh Sağlığı Hastalıkları;;BB2622C82EAB05FF;;;0000-0002-2918-7871;;36246352500;23995499200;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Hande;AYRALER TANER;Çocuk ve Ergen Ruh Sağlığı Hastalıkları;;0F1ABEA6AD8DC593;;;0000-0003-2106-7928;;56520245900;56516882800;;;;
Ankara;Uzm. Dr.;Duygu;KABA;Çocuk ve Ergen Ruh Sağlığı Hastalıkları;;;;;0000-0002-4261-8509;;;;;;;
İzmir;Uzm. Dr.;Ali;BACANLI;Çocuk ve Ergen Ruh Sağlığı Hastalıkları;;;;;0000-0002-7264-1216;;57191075495;;;;;
Adana;Prof. Dr.;Murat;DURDU;Dermatoloji;;221DEF40A351AE99;H-9068-2019;;0000-0003-1247-3932;;6506034975;;;;;murat-durdu
Ankara;Prof. Dr.;Ayşe Tülin;GÜLEÇ;Dermatoloji;;A126DEEE40764162;;;0000-0003-0876-5561;;6701563394;6507491232;;;;
Ankara;Prof. Dr.;Deniz;SEÇKİN;Dermatoloji;;2C86F31E28D6B1E9;;;0000-0003-1913-9734;;6701530984;;;;;deniz-seckin
Ankara;Doç. Dr.;Nesibe Deren;ÖZCAN;Dermatoloji;;4EF1D0644DB3178E;;;0000-0002-7450-6886;;8612166700;55807922700;;;;nesibe-deren-ozcan
İzmir;Uzm. Dr. (Doç.);Hamdi;ÖZCAN;Dermatoloji;;;;;0000-0002-9017-0358;;7004464167;57196789814;;;;
Alanya;Dr. Öğr. Üyesi Dr.;Çiçek;SEYDİOĞLU;Dermatoloji;;909807146E70D233;;;0000-0003-0272-6529;;8582768100;;;;;
Ankara;Öğr. Gör. Dr.;Arzu;KARATAŞ;Dermatoloji;;207FB68B224F166C;;;0000-0002-6453-9799;;56235915200;55966444600;55700225400;;;
Ankara;Öğr. Gör. Dr.;Ayşe;TUNÇER VURAL;Dermatoloji;;2C63712DB8F3DBEA;;;0000-0001-8770-5721;;57203874054;;;;;
Adana;Uzm. Dr.;Aydolu;ERYILMAZ;Dermatoloji;;;;;0000-0001-6554-519X;;16635579600;;;;;
Adana;Uzm. Dr.;Ali Haydar;ESKİOCAK;Dermatoloji;;;;;0000-0002-1498-1167;;57191838038;;;;;
Alanya;Uzm. Dr.;Cevdet;DOĞAN;Dermatoloji;;;;;;;;;;;;
Ankara;Uzm. Dr.;Cemile Tuğba;ALTUNEL;Dermatoloji;;;;;0000-0002-2609-8208;;56297153800;;;;;
Ankara;Uzm. Dr.;Mehtap;BOZKIR;Dermatoloji;;;;;;;24490539000;;;;;
İzmir;Uzm. Dr.;Şeniz;DÖKMECİ;Dermatoloji;;;;;;;;;;;;
Konya;Uzm. Dr.;Gülay;ÖZEL;Dermatoloji;;;;;0000-0002-6573-9549;;;;;;;
Ankara;Arş. Gör. Dr.;Meryem Özlem;ÖZTÜRK;Dermatoloji;;;;;0000-0003-2659-4284;;;;;;;
Ankara;Arş. Gör. Dr.;Seçil;YİGEN;Dermatoloji;;7490D571BED6CF17;;;;;;;;;;
Ankara;Prof. Dr.;Ayşe Hande;ARSLAN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;9395BAEFC9A8B634;;;0000-0002-5708-7915;;9133305000;56489973200;;;;ayse-hande-arslan
Ankara;Prof. Dr.;Özlem;AZAP;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;FB931E7D241FDF06;;;0000-0002-3171-8926;;35567620500;57211664716;;;;ozlem-azap
Konya;Prof. Dr.;Hale;TURAN ÖZDEN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;57B23D2DECAC33C4;;;0000-0003-1359-6205;;8651321300;;;;;
Adana;Doç. Dr.;Yusuf Ziya;DEMİROĞLU;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;86121DCD99C2DFD1;;;0000-0002-9866-2197;;8507176100;;;;;yusuf-ziya-demiroglu
Adana;Doç. Dr.;Ebru;KURŞUN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;2722E7A214CC4B82;;;0000-0001-7956-7306;;55356654900;;;;;ebru-oruc-kursun
İstanbul;Öğr. Gör. Dr.;Melike Hamiyet;DEMİRKAYA;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;A22E1676A9412DAC;;;0000-0002-4767-1536;;57201268744;55844875900;;;;
Adana;Uzm. Dr.;İlker;ÖDEMİŞ;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;0000-0003-2638-0163;;;;;;;
Alanya;Uzm. Dr.;Kutsal Evren;LÖKER;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;;;;;;;;
Ankara;Uzm. Dr.;Berna;BAŞKAN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;;;;;;;;
Ankara;Uzm. Dr.;Çiğdem;EROL;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;0000-0002-2535-2534;;56386999200;;;;;
Ankara;Uzm. Dr.;Nuran;SARI;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;0000-0002-3165-4520;;26645229200;57208497422;;;;
Ankara;Uzm. Dr.;Tuğba;YANIK YALÇIN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;0000-0001-5996-8639;;57189712373;;;;;
Ankara;Uzm. Dr.;Mehmet Okan;YILDIRIM;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;;;;;;;;
İstanbul;Uzm. Dr.;Yasemin;ŞAHİN;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;;;;;;;;
İzmir;Uzm. Dr.;Rıza;HAŞİMOĞLU;Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji;;;;;;;;;;;;
